id,text,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,LN11,LN12,LN13,LN14,LN15,LN16,LN17,LN18,LN19,LN20,LN21
9707,2014年12月9日，飞兰公司与平安银行观海卫支行还签订了《最高额抵押担保合同》一份，约定飞兰公司自愿以其位于慈溪市××金岙村的房地产[房屋所有权证号：慈房权证2006字第××号，国有土地使用权证号：慈国用（2003）字第050138号]为其自2014年12月9日至2017年12月8日期间与平安银行观海卫支行签订的所有授信额度合同及具体授信业务合同项下所应承担的债务本金6183000元及相应的利息、罚息、复利、实现债权的费用提供最高额抵押担保。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9708,2014年12月17日，飞兰公司办妥了抵押登记手续，房屋他项权证上登记的抵押权利人为平安银行观海卫支行。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9709,2015年12月28日，飞兰公司与平安银行宁波分行签订了编号为平银甬六部贷字20151228第003号的《贷款合同》一份，约定飞兰公司向平安银行宁波分行借款3500万元用于归还飞兰公司与平安银行观海卫支行签订的编号为平银观海卫综字20141209第001号的《综合授信额度合同》项下的授信贷款，借款利率为固定利率，到期一次性还本付息；,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9710,如借款人未按期归还借款本金的，从逾期之日起按约定借款利率上浮50%计收罚息；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9711,对不能按时支付的利息，按罚息利率计收复利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9712,2015年12月29日，平安银行宁波分行向飞兰公司发放了贷款1000万元，借款借据上载明的借款利率为年利率4.785%，借款到期日为2016年12月27日。,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9713,2016年3月24日，平安银行宁波分行将上述《贷款合同》项下的债权全部转让给了浙商公司，并于2016年6月12日登报公告通知了债务人及担保人。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9714,以上事实，由原告浙商公司提供的并经本院审查认定的《保证担保合同》、《最高额抵押担保合同》、房屋他项权证、《贷款合同》、借款借据、《债权资产转让合同》、《债权转让通知暨债务催收联合公告》等证据予以证明。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9715,本院认为：平安银行宁波分行与飞兰公司签订的涉案《贷款合同》合法有效，平安银行宁波分行已按约放贷，飞兰公司却未按期履行还款责任，其应如数偿付所拖欠之借款本息并承担逾期还款的违约责任。,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9716,平安银行宁波分行与晨阳包装公司、晨阳电器公司、王辉、杜玲君、蔡启东、王梅芳分别签订的涉案《保证担保合同》合法有效，根据该些合同的约定，晨阳包装公司、晨阳电器公司、王辉、杜玲君、蔡启东、王梅芳作为讼争债务的连带保证人，应当依约在所约定的担保范围内承担连带保证责任。,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9717,根据法律规定，晨阳包装公司、晨阳电器公司、王辉、杜玲君、蔡启东、王梅芳承担保证责任后，有权向债务人飞兰公司追偿。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9718,现因涉案《贷款合同》项下的债权已全部转让给了浙商公司，并已公告通知了债务人，该债权转让依法已发生效力，根据法律规定，担保该债权的保证债权亦随之一并转让，故浙商公司已依法取得了平安银行宁波分行原享有的上述债权及保证债权。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9719,浙商公司提供的涉案《最高额抵押担保合同》系平安银行观海卫支行与飞兰公司之间签订的，该合同已明确载明抵押担保的债权范围为平安银行观海卫支行自2014年12月9日至2017年12月8日期间与飞兰公司签订的所有授信额度合同及具体授信业务合同项下的债权，抵押登记的权利人亦为平安银行观海卫支行，但涉案《贷款合同》并非飞兰公司与平安银行观海卫支行签订的，而是与平安银行观海卫支行的上级机构平安银行宁波分行签订的，因银行上级机构的金融行为并不当然代表或等同银行某一下级机构的行为，即平安银行宁波分行向飞兰公司发放的本案贷款并不能当然视同系平安银行观海卫支行发放的贷款，故本案贷款债权并不当然在涉案《最高额抵押担保合同》约定的担保债权范围内。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9720,据此，浙商公司就本案债权要求飞兰公司承担抵押担保责任，缺乏充分依据，本院不予支持。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9721,各被告未出庭应诉，本院依法缺席判决。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9722,依照《中华人民共和国合同法》第八十条第一款、第八十一条、第二百零五条、第二百零六条、第二百零七条，《中华人民共和国物权法》第二百零三条第一款，《中华人民共和国担保法》第十二条、第十八条、第二十一条、第三十一条，《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9723,一、限被告慈溪市飞兰有色金属有限公司于本判决生效后十日内向原告浙江省浙商资产管理有限公司归还借款本金1000万元，并支付该款自2015年12月29日起至2016年12月27日止按年利率4.785%计算的借期内利息及分别以未还的借款本金、未还的借期内利息为基数自2016年12月28日起至实际履行之日止按年利率7.1775%计算的罚息、复利；,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9724,二、被告慈溪市晨阳包装有限公司、慈溪市晨阳电器有限公司、王辉、杜玲君、蔡启东、王梅芳对被告慈溪市飞兰有色金属有限公司的上述第一项债务承担连带保证责任。,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9725,被告慈溪市晨阳包装有限公司、慈溪市晨阳电器有限公司、王辉、杜玲君、蔡启东、王梅芳承担保证责任后，有权向被告慈溪市飞兰有色金属有限公司追偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9726,三、驳回原告浙江省浙商资产管理有限公司的其他诉讼请求。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9727,案件受理费81800元，减半收取计40900元，由被告慈溪市飞兰有色金属有限公司、慈溪市晨阳包装有限公司、慈溪市晨阳电器有限公司、王辉、杜玲君、蔡启东、王梅芳负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9728,原告的委托代理人倪晓乐到庭参加诉讼，被告中本车业公司、戴万斌、戴万杰经本院合法传唤无正当理由拒不到庭。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9729,本院经审理认定，2013年1月10日，中本车业公司与兴业银行股份有限公司温州瑞安支行（以下简称兴业银行瑞安支行）签订合同编号为3520131355《流动资金借款合同》约定：中本车业公司向兴业银行瑞安支行借款864万元，借款期限自2013年1月10日至2014年1月10日止，年利率为同期同档次国家基准利率上浮5%，贷款发放之日上浮后为年利率6.3%，季末月的20日为结息日，结息日次日为还息日，借款到期日结清其余本息，逾期还款及未按时支付利息均应当支付罚息，罚息利率为借款利率上浮50%等相关内容。,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9730,为确保债务人即被告中本车业公司在兴业银行瑞安支行处2013年1月8日至2015年1月8日期间发生债务的清偿，被告戴万斌、戴万杰于2013年1月8日分别向兴业银行瑞安支行出具3520131351-1、3520131351-2号《最高额个人担保声明书》声明：自愿对中本车业公司在2013年1月8日至2015年1月8日期间发生的债务提供担保；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9731,本院认为，涉案《流动资金借款合同》、《最高额个人担保声明书》系当事人真实的意思表示，内容未违反我国法律、行政法规强制性的规定，合同合法有效，各方当事人均应按约履行自己的义务。,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9732,被告戴万斌、戴万杰为上述借款提供连带责任保证，原告起诉要求其承担保证责任，符合法律规定，予以支持。,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9733,被告戴万斌、戴万杰在承担保证责任后，有权向被告中本车业公司追偿。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9734,一、被告瑞安市中本车业配件有限公司于本判决生效之日起十日内偿还原告中国信达资产管理股份有限公司浙江省分公司编号为3520131355《流动资金借款合同》项下的贷款本金864万元、期内利息169344元、逾期利息（以864万元为基数按年利率9.45%，从2014年1月11日开始计算至实际履行之日止）、复利（分别以借款期限内产生的每笔期内欠息为基数，自每笔期内欠息逾期之日起按年利率6.3%计算至2014年1月10日止、自2014年1月11日起按年利率9.45%计算至实际履行之日止。,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9735,其中2013年9月21日至2013年12月20日应还利息137592元；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9736,2013年12月21日至2014年1月16日应还利息为31752元），律师代理费5000元。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9737,二、被告戴万斌、戴万杰对本判决第一项债务承担连带保证责任，但包括上述债务在内，被告戴万斌、戴万杰对其分别签订的编号为3520131351-1号《最高额个人担保声明书》、3520131351-2号《最高额个人担保声明书》项下所有债务承担连带偿还责任的最高保证限额各以4800万元、4800万元为限。,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9738,被告戴万斌、戴万杰承担连带保证责任后，有权向被告瑞安市中本车业配件有限公司追偿；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9739,本案受理费88397元，减半收取44198.5元，由原告中国信达资产管理股份有限公司浙江省分公司负担50元，被告瑞安市中本车业配件有限公司、温州万鹏铝业有限公司、戴万斌、戴万杰共同负担44148.5元（定于本判决生效之日起三日内缴纳）。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9740,原告东莞市华彩实业投资有限公司诉称，2010年11月10日，被告因购买东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房向广东发展银行股份有限公司（以下简称“广发银行股份有限公司”）申请贷款，并签订了编号为10623110130的《个人购房贷款合同》。,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9741,合同约定：广发银行股份有限公司向被告提供720000元的贷款，被告以位于东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房屋（粤房地证字第××）提供抵押担保，合同同时还约定了贷款期限、贷款利率、还款方式、违约责任等。,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9742,合同签订后，广发银行股份有限公司依约向被告发放了贷款，但被告却未能按期足额偿还贷款本息。,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9743,根据合同约定，广发银行股份有限公司有权宣布贷款提前到期。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9744,现广发银行股份有限公司与原告签订了《债权转让协议》，将其对被告享有的债权转让给原告。,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9745,有鉴于此，原告为维护自身的合法权益，依据相关法律的规定，特向法院提请诉讼，请求判令：一、被告立即归还全部贷款本金人民币611584.58元，并支付利息、罚息、复利（利息、罚息、复利均按《借款合同》的约定计算至全部款项清偿之日止，暂计至2016年2月29日利息为12786.48元、罚息为161.56元、复利为119.72元）；,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9746,二、被告支付原告为实现本案债权所支出的律师费36986元；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9747,三、确认原告对被告提供的担保物，即位于东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房屋（粤房地证字第××）享有优先受偿权；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9748,被告王文超经本院合法传唤，无正当理由拒不到庭参加诉讼，亦未提交任何书面答辩状或证据材料。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9749,经审理查明，2010年11月10日，被告王文超（借款人、抵押人、乙方）与广东发展银行股份有限公司东莞寮步支行（贷款人、抵押权人、甲方，以下简称“广发银行寮步支行”）签订一份编号为10623110130的《个人购房贷款合同》，合同主要约定：被告因购买位于东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房屋而向广发银行寮步支行借款720000元；,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,借款期限为20年，自2010年11月10日至2030年11月10日；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9751,被告按等额本息偿还法，按月分期偿还贷款本息，还款期共240期，每月20日为还款日；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9752,借款利率为浮动利率：首期利率以实际放款日适用的中国人民银行公布施行的相应档次的贷款基准利率下浮20%计息，具体借款利率以“借款借据”或其他债权债务凭证所载明的借款利率为准；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9753,若借款人未按约定期限还款，就逾期部分，从逾期之日起按照逾期贷款罚息利率按日计收利息，直至清偿本息为止，并对不能按时支付的利息，按罚息利率计收复利，逾期贷款罚息利率为本合同约定的贷款利率水平上加收30%；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9754,借款人承担、支付合同项下所涉及的费用，包括律师费等。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9755,合同还约定双方的其他权利义务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9756,2010年11月18日，广发银行寮步支行与被告就东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房屋办理了房屋所有权抵押登记手续，广发银行寮步支行为第一顺序抵押权人，登记的债权数额为720000元。,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9757,2010年11月24日，广发银行寮步支行向被告指定的账户发放了720000元贷款，借款借据注明年利率为4.912%。,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9758,贷款发放后，被告未按照约定还款，截止2016年2月29日，尚欠贷款本金611584.58元、利息12786.48元、罚息161.56元、复利119.72元。,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9759,2015年12月30日，原告和广发银行股份有限公司东莞分行签订《债权转让合同》［编号为广发东莞债转2015-02号］，合同约定：广发银行股份有限公司东莞分行将包含其对被告的案涉债权等八项债权依法转让给原告。,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9760,2016年1月13日，原告与原债权人广发银行股份有限公司东莞分行在《羊城晚报》刊登了《债权转让暨催收公告》，就上述转让事宜向借款人公告通知。,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9761,2016年3月22日，广发银行寮步支行出具证明，确认已将案涉金融借款债权转让给了原告。,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9762,另查明，为了本案诉讼，原告支出律师费36986元。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9763,以上事实，有原告提供的证明、公告、债权转让合同、债权清单、成交确认及签约确认书、民事委托代理合同、律师费发票、个人购房贷款合同、房地产他项权证、借款借据、授权委托书、对账单、房地产权证、商品房买卖合同以及本院庭审笔录等附卷证实。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9764,本院认为，被告经本院合法传唤无正当理由拒不到庭参加诉讼，视为其放弃对本案的证据进行质证和对本案事实进行抗辩的权利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9765,依法成立的合同受法律保护。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9766,原债权人广发银行寮步支行与被告签订的《个人购房贷款合同》，系当事人真实意思表示、内容合法有效，依法成立。,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9767,原债权人依约向被告发放了贷款，但被告并未按合同约定按期足额偿还本息，行为应属违约。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9768,根据合同约定，原债权人有权宣布借款全部到期，要求被告立即归还借款本息及相关费用。,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9769,原告依法受让案涉权利，该转让事宜已通过法定方式告知被告，原告依法取得案涉债权及担保权利，故原告要求被告向其清偿未付的借款本金及利息、罚息、复利，于法有据，本院予以支持。,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9770,截至2015年12月31日止，被告尚欠贷款本金611584.58元、利息7801.60元、罚息103.90元、复利55.38元。,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9771,后续利息贷款利率为中国人民银行公布的同档次贷款基准利率下浮20%，罚息、复利以贷款利率水平上加收30%计算，计至清偿之日止。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9772,另外，为本案诉讼，原告支出律师费36986元，该费用为实现债权的费用，根据合同约定，被告应当支付。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9773,被告以其所有的位于东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房屋为案涉借款提供抵押担保，并且已办理抵押登记，原告要求该房屋折价或拍卖、变卖所得的价款享有优先受偿权，本院予以支持。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9774,综上所述，根据《中华人民共和国合同法》第一百零七条、第二百零五条、第二百零六条、第二百零七条，《中华人民共和国物权法》第一百七十九条，《最高人民法院关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第九条，《最高人民法院关于金融资产管理公司收购、处置银行不良资产有关问题的补充通知》第二条，《中华人民共和国民事诉讼法》第六十四条第一款、第一百四十四条，《最高人民法院关于民事诉讼证据的若干规定》第二条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9775,一、被告王文超应于本判决发生法律效力之日起七日内向原告东莞市华彩实业投资有限公司清偿贷款本金人民币611584.58元以及利息、罚息和复利（暂计至2015年12月31日，被告尚欠贷款本金611584.58元、利息7801.60元、罚息103.90元、复利55.38元；,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9776,后续利息以中国人民银行公布的同档次贷款基准利率下浮20%计算，罚息、复利以贷款利率水平上加收30%计算，均计至款项实际清偿之日止）；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9777,二、被告王文超应于本判决发生法律效力之日起七日内向原告东莞市华彩实业投资有限公司支付律师费36986元；,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9778,三、原告东莞市华彩实业投资有限公司就第一项、第二项债权对被告王文超所有的位于东莞市寮步镇横坑村万科城市高尔夫花园照澜园G单元401号房产（房地产权证号：粤房地权证莞字第××号）享有第一顺序抵押权，并对其折价、变卖或拍卖所得的价款享有优先受偿权。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9779,本案案件受理费5208.19元（已由原告预缴），由被告王文超承担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9780,原告盈嘉企业向本院提出诉讼请求：1、兴达公司支付借款本金185万元及利息（暂算至2016年5月20日，为424644.33元）；,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9781,2、原告有权就被告兴达公司提供的位于溧阳市南渡镇强埠的土地使用权【权证号：溧国用（2007）第08411号】拍卖、变卖或折价等方式所得价款优先受偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9782,事实和理由：2012年5月7日，兴达公司与江苏江南农村商业银行股份有限公司（以下简称江南银行）签订《最高额借款（信用）合同》一份，约定江南银行在2012年5月7日至2015年5月7日期间向兴达公司发放最高额度为300万元的借款。,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,同日，江南银行又与兴达公司签订《最高额抵押合同》一份，约定兴达公司以其名下位于溧阳市南渡镇强埠的土地使用权对上述借款提供债权本金最高额为300万元的抵押担保，并办理了抵押登记手续。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9784,2014年5月20日，江南银行向兴达公司发放借款185万元，借款期限自2014年5月20日起至2015年5月6日，借款利率月息0.78%。,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9785,借款发放后，兴达公司未按约还款。,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9786,2016年6月15日，江南银行与中国华融资产管理股份有限公司江苏省分公司（以下简称华融公司）签订债权转让协议一份，将其拥有的的对被告额上述债权转让给华融公司，2016年7月15日，江南银行与华融公司在《江苏经济报》发布债权转让暨债务催收联合公告，向上述被告通知了债权转让事宜。,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,2016年9月28日，华融公司又将上述债权及其从权利转让给原告盈嘉企业。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9788,2016年12月20日，华融公司与盈嘉企业在《江苏经济报》发布债权转让暨债务催收联合公告，向上述被告通知了债权转让事宜。,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,为原告为维护自己的合法权益，特提起诉讼。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9790,被告兴达公司未答辩。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9791,原告围绕诉讼请求依法提交了证据，根据当事人陈述和经审查确认的证据，本院认定事实如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9792,2012年5月7日，兴达公司与江苏江南农村商业银行股份有限公司（以下简称江南银行）签订《最高额借款（信用）合同》一份，约定江南银行在2012年5月7日至2015年5月7日期间向兴达公司发放最高额度为300万元的借款。,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9793,借款利息以借据中载明为准，按月计息，若未按约还款，则按贷款利率上浮50%计收利息，并对应付未付的利息、罚息计收复利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9794,2014年5月20日，江南银行向兴达公司发放借款185万元，借款期限自2014年5月20日起至2015年5月6日止，借款利率月息0.78%。,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9795,2016年6月15日，江南银行与中国华融资产管理股份有限公司江苏省分公司（以下简称华融公司）签订债权转让协议一份，将其拥有的的对被告额上述债权转让给华融公司，截止2016年5月20日，兴达公司欠江南银行借款本金1850000元，利息424644.33元未付。,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9796,2016年7月15日，江南银行与华融公司在《江苏经济报》发布债权转让暨债务催收联合公告，向上述被告通知了债权转让事宜。,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9797,本院认为：江南银行与兴达公司签订的《最高额借款（信用）合同》及《最高额抵押合同》均系当事人的真实意思表示，不违反法律法规的强制性规定，均为合法有效，对双方均具有约束力，应按约履行。,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,江南银行按约发放了贷款，履行了合同义务。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,贷款到期后，兴达公司未能按约归还借款本息，后江南银行将该债权与担保权转让给华融公司，华融公司又将该债权转让给了盈嘉企业，并通过公告方式告知了兴达公司。,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,故盈嘉企业依法受让该债权，有权要求兴达公司支付借款本金及利息，并有权就抵押物以拍卖、变卖或折价方式所得价款优先受偿。,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9801,故对于盈嘉企业的诉讼请求，本院予以支持。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9802,兴达公司经本院公告传唤未到庭，依法可缺席判决。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9803,依照《中华人民共和国合同法》第七十九条、第八十条第一款、第八十一条，《中华人民共和国担保法》第十八条、第三十一条、第五十三条、《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9804,一、溧阳市兴达化工有限公司于本判决发生法律效力之日起十日内支付宁波梅山保税港区盈嘉泰誉投资合伙企业（有限合伙）借款本金1850000元、利息424644.33元及支付自2016年5月21日起至实际还清全款之日止按最高额借款（信用）合同约定利率计算的利息。,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9805,二、如溧阳市兴达化工有限公司未能履行上述第一项判决义务，则宁波梅山保税港区盈嘉泰誉投资合伙企业（有限合伙）有权就溧阳市兴达化工有限公司提供的位于溧阳市南渡镇强埠的土地使用权【权证号：溧国用（2007）第08411号】以拍卖、变卖或折价等方式所得价款优先受偿。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9806,案件受理费24998元，保全费5000元，公告费600元，合计30598元，由溧阳市兴达化工有限公司负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9807,根据上述确认的证据以及当事人的陈述，本院认定事实如下：涉案《流动资金借款合同》约定，借款期限为一年，自实际提款日起算；,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,实际提款日以借据为准；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9809,借款利率为固定利率，在合同有效期内利率不变。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9810,借款借据上记载的贷出时间为2013年5月31日、约定还款日期为2013年11月29日。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9811,2014年6月25日，工行浙江省分行与原告华融公司签订《资产转让协议》，约定：本协议项下转让给华融公司的不良资产包括本协议附件所列明的不良资产；,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9812,本协议生效后，上述资产自转让基准日起（含）发生转让，与资产相关的权利（包括但不限于担保债权、违约金债权、损失赔偿债权、利息债权）由华融公司享有；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9813,本协议经双方法定代表人或其授权代理人签字并加盖公章后生效。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9814,该协议附件所列明的不良资产包括被告信博公司的债权本金3600万元。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9815,之后，工行市中支行与华融公司签订单户债权转让协议，约定：工行市中支行将被告信博公司所欠的债权本金3600万元及相应利息转让给华融公司，本协议是工行浙江省分公司和华融公司于2014年6月25日签订的《资产转让协议》的组成部分，本协议未约定事宜或与《资产转让协议》相抵触的，以《资产转让协议》为准。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
